train/action,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
-8.545709e-05,0.053475287,-8.545709e-05,-0.056219917,1000,0.014350376,1000.0,1000,1000.0,1000,1,0.0,20.17457669507712,20.17457669507712,20.17457669507712,20.17457669507712,1,0.0,1.0,4.709848165512085,1000.0,1.0,4.709848165512085,1000.0,212.32106956706397,1000.0
